participant,block,trial,resp,RT,f,eq
MM,4,79,0,0.481,20718.69451459,-7.10286228
MM,4,79,0,0.481,24000,-3.57614643
MM,4,80,0,1.559,0,-1.19873262
MM,4,80,0,1.559,107.23874129,4.23491143
MM,4,80,0,1.559,230.90626491,4.48902802
MM,4,80,0,1.559,373.51943078,8.560256
MM,4,80,0,1.559,537.98067721,5.70960304
MM,4,80,0,1.559,727.63709087,10.85589848
MM,4,80,0,1.559,946.34852608,-10.01847298
MM,4,80,0,1.559,1198.56615988,-5.32315367
MM,4,80,0,1.559,1489.42308164,3.85440427
MM,4,80,0,1.559,1824.83876082,-6.28683075
MM,4,80,0,1.559,2211.63951892,0.15449354
MM,4,80,0,1.559,2657.69745762,6.02933076
MM,4,80,0,1.559,3172.09067045,4.93486957
MM,4,80,0,1.559,3765.28799853,4.43915516
MM,4,80,0,1.559,4449.36209061,0.88362896
MM,4,80,0,1.559,5238.23510351,3.79128206
MM,4,80,0,1.559,6147.96204348,-6.98284209
MM,4,80,0,1.559,7197.05751481,-2.05668932
MM,4,80,0,1.559,8406.87252591,-0.6604084
MM,4,80,0,1.559,9802.02902128,-5.01018966
MM,4,80,0,1.559,11410.92098301,-2.93370656
MM,4,80,0,1.559,13266.29230024,1.17998623
MM,4,80,0,1.559,15405.90316702,5.94883469
MM,4,80,0,1.559,17873.29857123,-1.95731422
MM,4,80,0,1.559,20718.69451459,-0.3106029
MM,4,80,0,1.559,24000,-4.12453682
MM,4,80,1,1.559,0,-0.28705651
MM,4,80,1,1.559,107.23874129,-6.86855797
MM,4,80,1,1.559,230.90626491,-1.25069373
MM,4,80,1,1.559,373.51943078,-2.86062813
MM,4,80,1,1.559,537.98067721,1.83926024
MM,4,80,1,1.559,727.63709087,-0.10285956
MM,4,80,1,1.559,946.34852608,10.08899585
MM,4,80,1,1.559,1198.56615988,-0.77574341
MM,4,80,1,1.559,1489.42308164,5.10899199
MM,4,80,1,1.559,1824.83876082,-1.30107771
MM,4,80,1,1.559,2211.63951892,2.9233609
MM,4,80,1,1.559,2657.69745762,1.25509966
MM,4,80,1,1.559,3172.09067045,-10.8828947
MM,4,80,1,1.559,3765.28799853,7.34745806
MM,4,80,1,1.559,4449.36209061,6.14441206
MM,4,80,1,1.559,5238.23510351,7.81252537
MM,4,80,1,1.559,6147.96204348,-0.0506333
MM,4,80,1,1.559,7197.05751481,-5.18862974
MM,4,80,1,1.559,8406.87252591,-0.23263762
MM,4,80,1,1.559,9802.02902128,-3.6078235
MM,4,80,1,1.559,11410.92098301,0.20048215
MM,4,80,1,1.559,13266.29230024,11.47585671
MM,4,80,1,1.559,15405.90316702,0.42455473
MM,4,80,1,1.559,17873.29857123,9.7079222
MM,4,80,1,1.559,20718.69451459,-2.90804746
MM,4,80,1,1.559,24000,3.98700017
MM,4,81,1,1.124,0,-1.46057077
MM,4,81,1,1.124,107.23874129,6.50471598
MM,4,81,1,1.124,230.90626491,11.46681438
MM,4,81,1,1.124,373.51943078,-0.36172016
MM,4,81,1,1.124,537.98067721,-4.02586329
MM,4,81,1,1.124,727.63709087,-6.92770834
MM,4,81,1,1.124,946.34852608,-6.91702688
MM,4,81,1,1.124,1198.56615988,4.29825345
MM,4,81,1,1.124,1489.42308164,1.75174536
MM,4,81,1,1.124,1824.83876082,2.70019976
MM,4,81,1,1.124,2211.63951892,-2.98200569
MM,4,81,1,1.124,2657.69745762,4.59507891
MM,4,81,1,1.124,3172.09067045,3.35389702
MM,4,81,1,1.124,3765.28799853,4.89757899
MM,4,81,1,1.124,4449.36209061,6.37040698
MM,4,81,1,1.124,5238.23510351,0.17692556
MM,4,81,1,1.124,6147.96204348,5.00034763
MM,4,81,1,1.124,7197.05751481,4.75816491
MM,4,81,1,1.124,8406.87252591,2.65306071
MM,4,81,1,1.124,9802.02902128,-2.3822998
MM,4,81,1,1.124,11410.92098301,10.04233588
MM,4,81,1,1.124,13266.29230024,-4.14909527
MM,4,81,1,1.124,15405.90316702,6.97516476
MM,4,81,1,1.124,17873.29857123,-10.13076997
MM,4,81,1,1.124,20718.69451459,-2.40123201
MM,4,81,1,1.124,24000,-0.91989898
MM,4,81,0,1.124,0,3.44940716
MM,4,81,0,1.124,107.23874129,5.33159855
MM,4,81,0,1.124,230.90626491,-2.7836467
MM,4,81,0,1.124,373.51943078,2.11547225
MM,4,81,0,1.124,537.98067721,-7.1782714
MM,4,81,0,1.124,727.63709087,0.01497661
MM,4,81,0,1.124,946.34852608,-2.10468493
MM,4,81,0,1.124,1198.56615988,0.33900874
MM,4,81,0,1.124,1489.42308164,3.56536621
MM,4,81,0,1.124,1824.83876082,6.26236947
MM,4,81,0,1.124,2211.63951892,2.57046345
MM,4,81,0,1.124,2657.69745762,-4.11523974
MM,4,81,0,1.124,3172.09067045,5.63732711
MM,4,81,0,1.124,3765.28799853,3.12362626
MM,4,81,0,1.124,4449.36209061,-9.22779825
MM,4,81,0,1.124,5238.23510351,-0.01118422
MM,4,81,0,1.124,6147.96204348,-8.83618142
MM,4,81,0,1.124,7197.05751481,-1.75250717
MM,4,81,0,1.124,8406.87252591,-1.66511578
MM,4,81,0,1.124,9802.02902128,-2.029701
MM,4,81,0,1.124,11410.92098301,-0.94511476
MM,4,81,0,1.124,13266.29230024,4.95213007
MM,4,81,0,1.124,15405.90316702,0.40341483
MM,4,81,0,1.124,17873.29857123,0.86296254
MM,4,81,0,1.124,20718.69451459,-2.78023721
MM,4,81,0,1.124,24000,4.68973232
MM,4,82,0,0.474,0,-12.4294472
MM,4,82,0,0.474,107.23874129,-4.70296175
MM,4,82,0,0.474,230.90626491,-2.95499749
MM,4,82,0,0.474,373.51943078,8.65749581
MM,4,82,0,0.474,537.98067721,5.73055678
MM,4,82,0,0.474,727.63709087,2.07306014
MM,4,82,0,0.474,946.34852608,-7.15323196
MM,4,82,0,0.474,1198.56615988,1.31882625
MM,4,82,0,0.474,1489.42308164,-0.09094335
MM,4,82,0,0.474,1824.83876082,-2.88453386
MM,4,82,0,0.474,2211.63951892,-1.66456473
MM,4,82,0,0.474,2657.69745762,0.60801154
MM,4,82,0,0.474,3172.09067045,0.93246924
MM,4,82,0,0.474,3765.28799853,-5.95891215
MM,4,82,0,0.474,4449.36209061,-0.43954142
MM,4,82,0,0.474,5238.23510351,-6.24508966
MM,4,82,0,0.474,6147.96204348,-6.89224343
MM,4,82,0,0.474,7197.05751481,6.21625975
MM,4,82,0,0.474,8406.87252591,4.17647425
MM,4,82,0,0.474,9802.02902128,-8.86929461
MM,4,82,0,0.474,11410.92098301,3.79317477
MM,4,82,0,0.474,13266.29230024,-2.56825419
MM,4,82,0,0.474,15405.90316702,2.47540523
MM,4,82,0,0.474,17873.29857123,0.74769278
MM,4,82,0,0.474,20718.69451459,-1.91865045
MM,4,82,0,0.474,24000,-3.68231237
MM,4,82,1,0.474,0,-4.73763174
MM,4,82,1,0.474,107.23874129,-3.63267303
MM,4,82,1,0.474,230.90626491,0.40528131
MM,4,82,1,0.474,373.51943078,0.73725169
MM,4,82,1,0.474,537.98067721,-8.07276541
MM,4,82,1,0.474,727.63709087,4.01981182
MM,4,82,1,0.474,946.34852608,0.82103972
MM,4,82,1,0.474,1198.56615988,-2.17799559
MM,4,82,1,0.474,1489.42308164,5.03195468
MM,4,82,1,0.474,1824.83876082,0.80214136
MM,4,82,1,0.474,2211.63951892,5.52935319
MM,4,82,1,0.474,2657.69745762,9.63284249
MM,4,82,1,0.474,3172.09067045,5.46540739
MM,4,82,1,0.474,3765.28799853,11.84234372
MM,4,82,1,0.474,4449.36209061,-4.30476465
MM,4,82,1,0.474,5238.23510351,-11.27854661
MM,4,82,1,0.474,6147.96204348,2.43041609
MM,4,82,1,0.474,7197.05751481,4.27124747
MM,4,82,1,0.474,8406.87252591,2.3064797
MM,4,82,1,0.474,9802.02902128,-5.96253908
MM,4,82,1,0.474,11410.92098301,0.97954949
MM,4,82,1,0.474,13266.29230024,-3.23511867
MM,4,82,1,0.474,15405.90316702,-6.44679599
MM,4,82,1,0.474,17873.29857123,-0.30758644
MM,4,82,1,0.474,20718.69451459,-3.74947704
MM,4,82,1,0.474,24000,5.03434865
MM,4,83,0,1.013,0,0.24271311
MM,4,83,0,1.013,107.23874129,-3.01380392
MM,4,83,0,1.013,230.90626491,-3.64271816
MM,4,83,0,1.013,373.51943078,0.2008291
MM,4,83,0,1.013,537.98067721,-1.82157732
MM,4,83,0,1.013,727.63709087,-2.80958869
MM,4,83,0,1.013,946.34852608,-2.67371927
MM,4,83,0,1.013,1198.56615988,0.99009613
MM,4,83,0,1.013,1489.42308164,3.4967502
MM,4,83,0,1.013,1824.83876082,-0.99853209
MM,4,83,0,1.013,2211.63951892,5.6394051
MM,4,83,0,1.013,2657.69745762,0.90989639
MM,4,83,0,1.013,3172.09067045,7.10161848
MM,4,83,0,1.013,3765.28799853,-0.49849284
MM,4,83,0,1.013,4449.36209061,-2.74601975
MM,4,83,0,1.013,5238.23510351,9.50823415
MM,4,83,0,1.013,6147.96204348,-3.80836505
MM,4,83,0,1.013,7197.05751481,7.40039214
MM,4,83,0,1.013,8406.87252591,-6.17513977
MM,4,83,0,1.013,9802.02902128,4.28083598
MM,4,83,0,1.013,11410.92098301,1.75574769
MM,4,83,0,1.013,13266.29230024,2.31270811
MM,4,83,0,1.013,15405.90316702,-6.79308147
MM,4,83,0,1.013,17873.29857123,0.32346247
MM,4,83,0,1.013,20718.69451459,3.963804
MM,4,83,0,1.013,24000,5.50358962
MM,4,83,1,1.013,0,-2.66658385
MM,4,83,1,1.013,107.23874129,-1.83186206
MM,4,83,1,1.013,230.90626491,-0.69513341
MM,4,83,1,1.013,373.51943078,-7.5554983
MM,4,83,1,1.013,537.98067721,3.51060384
MM,4,83,1,1.013,727.63709087,-3.10721358
MM,4,83,1,1.013,946.34852608,5.50462921
MM,4,83,1,1.013,1198.56615988,11.8330837
MM,4,83,1,1.013,1489.42308164,4.56923543
MM,4,83,1,1.013,1824.83876082,-12.17558183
MM,4,83,1,1.013,2211.63951892,2.95832003
MM,4,83,1,1.013,2657.69745762,-5.71555379
MM,4,83,1,1.013,3172.09067045,6.83316775
MM,4,83,1,1.013,3765.28799853,-0.46737646
MM,4,83,1,1.013,4449.36209061,-4.53510044
MM,4,83,1,1.013,5238.23510351,-0.72000973
MM,4,83,1,1.013,6147.96204348,-2.6095208
MM,4,83,1,1.013,7197.05751481,11.09705506
MM,4,83,1,1.013,8406.87252591,-1.87530958
MM,4,83,1,1.013,9802.02902128,-2.74077595
MM,4,83,1,1.013,11410.92098301,-2.94826561
MM,4,83,1,1.013,13266.29230024,10.57448234
MM,4,83,1,1.013,15405.90316702,1.2250019
MM,4,83,1,1.013,17873.29857123,-3.28108151
MM,4,83,1,1.013,20718.69451459,0.95501805
MM,4,83,1,1.013,24000,-5.58456534
MM,4,84,1,0.317,0,-10.89912996
MM,4,84,1,0.317,107.23874129,2.13031649
MM,4,84,1,0.317,230.90626491,-4.79894638
MM,4,84,1,0.317,373.51943078,2.15100343
MM,4,84,1,0.317,537.98067721,-0.23057356
MM,4,84,1,0.317,727.63709087,-0.39718639
MM,4,84,1,0.317,946.34852608,-9.51081656
MM,4,84,1,0.317,1198.56615988,-2.45717225
MM,4,84,1,0.317,1489.42308164,-4.61787297
MM,4,84,1,0.317,1824.83876082,-9.71897737
MM,4,84,1,0.317,2211.63951892,-0.92358137
MM,4,84,1,0.317,2657.69745762,0.17448861
MM,4,84,1,0.317,3172.09067045,-5.29296969
MM,4,84,1,0.317,3765.28799853,5.99344007
MM,4,84,1,0.317,4449.36209061,-0.40605154
MM,4,84,1,0.317,5238.23510351,-0.73200954
MM,4,84,1,0.317,6147.96204348,-7.1651473
MM,4,84,1,0.317,7197.05751481,8.2920161
MM,4,84,1,0.317,8406.87252591,0.6126569
MM,4,84,1,0.317,9802.02902128,3.29530495
MM,4,84,1,0.317,11410.92098301,-6.30270417
MM,4,84,1,0.317,13266.29230024,4.49540748
MM,4,84,1,0.317,15405.90316702,2.85136798
MM,4,84,1,0.317,17873.29857123,-8.5343917
MM,4,84,1,0.317,20718.69451459,1.08280553
MM,4,84,1,0.317,24000,9.55244436
MM,4,84,0,0.317,0,-8.28842694
MM,4,84,0,0.317,107.23874129,-7.11778612
MM,4,84,0,0.317,230.90626491,-4.72861473
MM,4,84,0,0.317,373.51943078,-5.55590712
MM,4,84,0,0.317,537.98067721,5.61158115
MM,4,84,0,0.317,727.63709087,-2.54232184
MM,4,84,0,0.317,946.34852608,-1.83035378
MM,4,84,0,0.317,1198.56615988,-4.00508242
MM,4,84,0,0.317,1489.42308164,-3.49716739
MM,4,84,0,0.317,1824.83876082,6.60261357
MM,4,84,0,0.317,2211.63951892,-0.84733677
MM,4,84,0,0.317,2657.69745762,2.1036409
MM,4,84,0,0.317,3172.09067045,7.82675597
MM,4,84,0,0.317,3765.28799853,-3.77915864
MM,4,84,0,0.317,4449.36209061,9.90560781
MM,4,84,0,0.317,5238.23510351,1.50955501
MM,4,84,0,0.317,6147.96204348,5.21459411
MM,4,84,0,0.317,7197.05751481,-3.72616584
MM,4,84,0,0.317,8406.87252591,-2.51294173
MM,4,84,0,0.317,9802.02902128,-1.36650243
MM,4,84,0,0.317,11410.92098301,-1.93508088
MM,4,84,0,0.317,13266.29230024,2.73615984
MM,4,84,0,0.317,15405.90316702,-6.0814749
MM,4,84,0,0.317,17873.29857123,1.98193961
MM,4,84,0,0.317,20718.69451459,2.29353805
MM,4,84,0,0.317,24000,3.44812599
MM,4,85,0,0.836,0,0.43073757
MM,4,85,0,0.836,107.23874129,6.08199202
MM,4,85,0,0.836,230.90626491,-7.77708158
MM,4,85,0,0.836,373.51943078,5.6891973
MM,4,85,0,0.836,537.98067721,-4.54382409
MM,4,85,0,0.836,727.63709087,-5.20079104
MM,4,85,0,0.836,946.34852608,-3.45515564
MM,4,85,0,0.836,1198.56615988,-8.2557314
MM,4,85,0,0.836,1489.42308164,-1.80778199
MM,4,85,0,0.836,1824.83876082,1.57736595
MM,4,85,0,0.836,2211.63951892,-3.61833289
MM,4,85,0,0.836,2657.69745762,-0.24562706
MM,4,85,0,0.836,3172.09067045,3.22118465
MM,4,85,0,0.836,3765.28799853,3.3519085
MM,4,85,0,0.836,4449.36209061,-0.69939322
MM,4,85,0,0.836,5238.23510351,-0.84937775
MM,4,85,0,0.836,6147.96204348,0.50148867
MM,4,85,0,0.836,7197.05751481,2.93631339
MM,4,85,0,0.836,8406.87252591,5.38332926
MM,4,85,0,0.836,9802.02902128,11.16789275
MM,4,85,0,0.836,11410.92098301,-1.11000952
MM,4,85,0,0.836,13266.29230024,-5.36764115
MM,4,85,0,0.836,15405.90316702,3.67743944
MM,4,85,0,0.836,17873.29857123,-8.32725604
MM,4,85,0,0.836,20718.69451459,1.1123476
MM,4,85,0,0.836,24000,-0.531555
MM,4,85,1,0.836,0,-7.06674956
MM,4,85,1,0.836,107.23874129,6.24212378
MM,4,85,1,0.836,230.90626491,3.43576758
MM,4,85,1,0.836,373.51943078,-2.46769721
MM,4,85,1,0.836,537.98067721,-2.4895746
MM,4,85,1,0.836,727.63709087,-2.3465583
MM,4,85,1,0.836,946.34852608,4.55428738
MM,4,85,1,0.836,1198.56615988,1.29769959
MM,4,85,1,0.836,1489.42308164,-2.79165269
MM,4,85,1,0.836,1824.83876082,-1.10931522
MM,4,85,1,0.836,2211.63951892,-5.08711027
MM,4,85,1,0.836,2657.69745762,-2.20314862
MM,4,85,1,0.836,3172.09067045,-0.98645914
MM,4,85,1,0.836,3765.28799853,3.2939438
MM,4,85,1,0.836,4449.36209061,-1.00272011
MM,4,85,1,0.836,5238.23510351,3.7777334
MM,4,85,1,0.836,6147.96204348,-5.63218633
MM,4,85,1,0.836,7197.05751481,6.10934504
MM,4,85,1,0.836,8406.87252591,-9.21393981
MM,4,85,1,0.836,9802.02902128,-0.89275719
MM,4,85,1,0.836,11410.92098301,-7.13558735
MM,4,85,1,0.836,13266.29230024,-1.94868968
MM,4,85,1,0.836,15405.90316702,-2.60936433
MM,4,85,1,0.836,17873.29857123,-3.6168133
MM,4,85,1,0.836,20718.69451459,-2.2527442
MM,4,85,1,0.836,24000,-9.61059323
MM,4,86,0,0.575,0,2.78985992
MM,4,86,0,0.575,107.23874129,3.157303
MM,4,86,0,0.575,230.90626491,-0.08555277
MM,4,86,0,0.575,373.51943078,0.96635653
MM,4,86,0,0.575,537.98067721,1.57348857
MM,4,86,0,0.575,727.63709087,2.58636713
MM,4,86,0,0.575,946.34852608,-7.53152671
MM,4,86,0,0.575,1198.56615988,2.97135282
MM,4,86,0,0.575,1489.42308164,1.11873729
MM,4,86,0,0.575,1824.83876082,9.22901702
MM,4,86,0,0.575,2211.63951892,3.13729057
MM,4,86,0,0.575,2657.69745762,-5.17736095
MM,4,86,0,0.575,3172.09067045,-2.45671861
MM,4,86,0,0.575,3765.28799853,-3.3869024
MM,4,86,0,0.575,4449.36209061,-9.7570072
MM,4,86,0,0.575,5238.23510351,2.42858227
MM,4,86,0,0.575,6147.96204348,6.00696181
MM,4,86,0,0.575,7197.05751481,-2.39692332
MM,4,86,0,0.575,8406.87252591,-0.46040227
MM,4,86,0,0.575,9802.02902128,1.10637403
MM,4,86,0,0.575,11410.92098301,-0.15245557
MM,4,86,0,0.575,13266.29230024,1.41897154
MM,4,86,0,0.575,15405.90316702,-4.67195181
MM,4,86,0,0.575,17873.29857123,-6.16524632
MM,4,86,0,0.575,20718.69451459,2.14196876
MM,4,86,0,0.575,24000,-2.62050676
MM,4,86,1,0.575,0,1.28331023
MM,4,86,1,0.575,107.23874129,-3.39421637
MM,4,86,1,0.575,230.90626491,-6.43874256
MM,4,86,1,0.575,373.51943078,1.87927089
MM,4,86,1,0.575,537.98067721,-1.68058082
MM,4,86,1,0.575,727.63709087,6.42504628
MM,4,86,1,0.575,946.34852608,-0.35379874
MM,4,86,1,0.575,1198.56615988,-5.47232425
MM,4,86,1,0.575,1489.42308164,0.61547656
MM,4,86,1,0.575,1824.83876082,4.73521846
MM,4,86,1,0.575,2211.63951892,11.31623892
MM,4,86,1,0.575,2657.69745762,-11.06750282
MM,4,86,1,0.575,3172.09067045,1.89769855
MM,4,86,1,0.575,3765.28799853,-11.54432926
MM,4,86,1,0.575,4449.36209061,12.15777508
MM,4,86,1,0.575,5238.23510351,3.30749757
MM,4,86,1,0.575,6147.96204348,3.22151162
MM,4,86,1,0.575,7197.05751481,7.01067015
MM,4,86,1,0.575,8406.87252591,-8.86404983
MM,4,86,1,0.575,9802.02902128,2.15610059
MM,4,86,1,0.575,11410.92098301,11.82374667
MM,4,86,1,0.575,13266.29230024,2.56059853
MM,4,86,1,0.575,15405.90316702,-8.58236603
MM,4,86,1,0.575,17873.29857123,3.32589
MM,4,86,1,0.575,20718.69451459,-1.85421701
MM,4,86,1,0.575,24000,3.36086278
MM,4,87,1,0.546,0,-0.86931663
MM,4,87,1,0.546,107.23874129,-1.44369423
MM,4,87,1,0.546,230.90626491,-6.36612054
MM,4,87,1,0.546,373.51943078,0.29047701
MM,4,87,1,0.546,537.98067721,0.59282374
MM,4,87,1,0.546,727.63709087,-0.04464313
MM,4,87,1,0.546,946.34852608,5.13811995
MM,4,87,1,0.546,1198.56615988,-0.43741086
MM,4,87,1,0.546,1489.42308164,3.76502482
MM,4,87,1,0.546,1824.83876082,-3.1737065
MM,4,87,1,0.546,2211.63951892,1.86040097
MM,4,87,1,0.546,2657.69745762,-6.46797079
MM,4,87,1,0.546,3172.09067045,5.02489873
MM,4,87,1,0.546,3765.28799853,2.16586697
MM,4,87,1,0.546,4449.36209061,3.15679983
MM,4,87,1,0.546,5238.23510351,1.89337226
MM,4,87,1,0.546,6147.96204348,-1.99726556
MM,4,87,1,0.546,7197.05751481,5.6199431
MM,4,87,1,0.546,8406.87252591,4.05567388
MM,4,87,1,0.546,9802.02902128,5.33407152
MM,4,87,1,0.546,11410.92098301,-0.4847998
MM,4,87,1,0.546,13266.29230024,3.72215113
MM,4,87,1,0.546,15405.90316702,-9.54774983
MM,4,87,1,0.546,17873.29857123,-3.0013594
MM,4,87,1,0.546,20718.69451459,8.66521004
MM,4,87,1,0.546,24000,-6.71778658
MM,4,87,0,0.546,0,1.72223173
MM,4,87,0,0.546,107.23874129,4.23308574
MM,4,87,0,0.546,230.90626491,5.8363496
MM,4,87,0,0.546,373.51943078,5.86636405
MM,4,87,0,0.546,537.98067721,4.78067401
MM,4,87,0,0.546,727.63709087,-0.0292884
MM,4,87,0,0.546,946.34852608,-0.16419044
MM,4,87,0,0.546,1198.56615988,-2.50594354
MM,4,87,0,0.546,1489.42308164,-9.51384884
MM,4,87,0,0.546,1824.83876082,-0.02585551
MM,4,87,0,0.546,2211.63951892,1.73011664
MM,4,87,0,0.546,2657.69745762,-0.00054349
MM,4,87,0,0.546,3172.09067045,-6.34081099
MM,4,87,0,0.546,3765.28799853,2.48526445
MM,4,87,0,0.546,4449.36209061,-2.67997644
MM,4,87,0,0.546,5238.23510351,5.3681106
MM,4,87,0,0.546,6147.96204348,1.01980732
MM,4,87,0,0.546,7197.05751481,3.5348349
MM,4,87,0,0.546,8406.87252591,-9.13437604
MM,4,87,0,0.546,9802.02902128,-0.03004446
MM,4,87,0,0.546,11410.92098301,-1.80617042
MM,4,87,0,0.546,13266.29230024,-5.28589072
MM,4,87,0,0.546,15405.90316702,-4.65827141
MM,4,87,0,0.546,17873.29857123,-9.99993174
MM,4,87,0,0.546,20718.69451459,7.52818965
MM,4,87,0,0.546,24000,7.02091945
MM,4,88,0,1.119,0,0.81403368
MM,4,88,0,1.119,107.23874129,5.10840263
MM,4,88,0,1.119,230.90626491,2.09407703
MM,4,88,0,1.119,373.51943078,-9.61678518
MM,4,88,0,1.119,537.98067721,-9.48335192
MM,4,88,0,1.119,727.63709087,4.02909588
MM,4,88,0,1.119,946.34852608,1.40948951
MM,4,88,0,1.119,1198.56615988,-1.40582592
MM,4,88,0,1.119,1489.42308164,-3.07906356
MM,4,88,0,1.119,1824.83876082,5.83878985
MM,4,88,0,1.119,2211.63951892,0.60183534
MM,4,88,0,1.119,2657.69745762,3.04599748
MM,4,88,0,1.119,3172.09067045,4.69335204
MM,4,88,0,1.119,3765.28799853,-0.98586722
MM,4,88,0,1.119,4449.36209061,-4.56909607
MM,4,88,0,1.119,5238.23510351,-9.68063328
MM,4,88,0,1.119,6147.96204348,3.59163923
MM,4,88,0,1.119,7197.05751481,-1.88104065
MM,4,88,0,1.119,8406.87252591,-4.66809615
MM,4,88,0,1.119,9802.02902128,1.14537783
MM,4,88,0,1.119,11410.92098301,1.08281216
MM,4,88,0,1.119,13266.29230024,-4.86050024
MM,4,88,0,1.119,15405.90316702,0.95275473
MM,4,88,0,1.119,17873.29857123,-6.89950644
MM,4,88,0,1.119,20718.69451459,-3.05240436
MM,4,88,0,1.119,24000,4.90185768
MM,4,88,1,1.119,0,9.84980357
MM,4,88,1,1.119,107.23874129,0.71829485
MM,4,88,1,1.119,230.90626491,-6.32675379
MM,4,88,1,1.119,373.51943078,1.13544232
MM,4,88,1,1.119,537.98067721,4.88728245
MM,4,88,1,1.119,727.63709087,6.6367903
MM,4,88,1,1.119,946.34852608,-1.9480919
MM,4,88,1,1.119,1198.56615988,2.08034244
MM,4,88,1,1.119,1489.42308164,-2.96066521
MM,4,88,1,1.119,1824.83876082,11.57619446
MM,4,88,1,1.119,2211.63951892,-1.35428723
MM,4,88,1,1.119,2657.69745762,-1.66844755
MM,4,88,1,1.119,3172.09067045,-3.07236738
MM,4,88,1,1.119,3765.28799853,5.99276061
MM,4,88,1,1.119,4449.36209061,-3.30244414
MM,4,88,1,1.119,5238.23510351,1.64915988
MM,4,88,1,1.119,6147.96204348,-8.88139524
MM,4,88,1,1.119,7197.05751481,1.39657688
MM,4,88,1,1.119,8406.87252591,-3.41323274
MM,4,88,1,1.119,9802.02902128,-0.19945856
MM,4,88,1,1.119,11410.92098301,4.31646572
MM,4,88,1,1.119,13266.29230024,2.32392945
MM,4,88,1,1.119,15405.90316702,-5.11879442
MM,4,88,1,1.119,17873.29857123,-2.79950835
MM,4,88,1,1.119,20718.69451459,1.80996752
MM,4,88,1,1.119,24000,-5.36665342
MM,4,89,1,0.333,0,-1.00057409
MM,4,89,1,0.333,107.23874129,3.80108565
MM,4,89,1,0.333,230.90626491,0.03498595
MM,4,89,1,0.333,373.51943078,-7.43121608
MM,4,89,1,0.333,537.98067721,-0.52485054
MM,4,89,1,0.333,727.63709087,-7.03935037
MM,4,89,1,0.333,946.34852608,-0.08103846
MM,4,89,1,0.333,1198.56615988,0.31467017
MM,4,89,1,0.333,1489.42308164,-9.08315704
MM,4,89,1,0.333,1824.83876082,-0.5804452
MM,4,89,1,0.333,2211.63951892,-0.56292075
MM,4,89,1,0.333,2657.69745762,-3.72733416
MM,4,89,1,0.333,3172.09067045,2.81277597
MM,4,89,1,0.333,3765.28799853,-8.34529019
MM,4,89,1,0.333,4449.36209061,-2.00028655
MM,4,89,1,0.333,5238.23510351,8.76153295
MM,4,89,1,0.333,6147.96204348,-2.12836845
MM,4,89,1,0.333,7197.05751481,4.69454343
MM,4,89,1,0.333,8406.87252591,-1.67938394
MM,4,89,1,0.333,9802.02902128,-4.11808038
MM,4,89,1,0.333,11410.92098301,2.59653858
MM,4,89,1,0.333,13266.29230024,-0.96790975
MM,4,89,1,0.333,15405.90316702,1.92690683
MM,4,89,1,0.333,17873.29857123,0.18102779
MM,4,89,1,0.333,20718.69451459,-4.0697519
MM,4,89,1,0.333,24000,-5.30245451
MM,4,89,0,0.333,0,0.88552601
MM,4,89,0,0.333,107.23874129,0.27407717
MM,4,89,0,0.333,230.90626491,8.44772373
MM,4,89,0,0.333,373.51943078,-1.29400028
MM,4,89,0,0.333,537.98067721,-3.27433598
MM,4,89,0,0.333,727.63709087,-8.03544016
MM,4,89,0,0.333,946.34852608,-4.50315198
MM,4,89,0,0.333,1198.56615988,-6.76982356
MM,4,89,0,0.333,1489.42308164,-3.68593043
MM,4,89,0,0.333,1824.83876082,4.55226402
MM,4,89,0,0.333,2211.63951892,0.74970014
MM,4,89,0,0.333,2657.69745762,-6.31388872
MM,4,89,0,0.333,3172.09067045,1.33807988
MM,4,89,0,0.333,3765.28799853,0.2422459
MM,4,89,0,0.333,4449.36209061,-2.40699056
MM,4,89,0,0.333,5238.23510351,0.69964535
MM,4,89,0,0.333,6147.96204348,12.36597474
MM,4,89,0,0.333,7197.05751481,-6.70222515
MM,4,89,0,0.333,8406.87252591,-1.83023183
MM,4,89,0,0.333,9802.02902128,5.93649747
MM,4,89,0,0.333,11410.92098301,-1.06971297
MM,4,89,0,0.333,13266.29230024,0.86220602
MM,4,89,0,0.333,15405.90316702,2.08960822
MM,4,89,0,0.333,17873.29857123,8.03012558
MM,4,89,0,0.333,20718.69451459,-1.12091688
MM,4,89,0,0.333,24000,3.23242088
MM,4,90,0,1.052,0,1.34143633
MM,4,90,0,1.052,107.23874129,6.04592262
MM,4,90,0,1.052,230.90626491,2.23876218
MM,4,90,0,1.052,373.51943078,-8.73886555
MM,4,90,0,1.052,537.98067721,1.23174622
MM,4,90,0,1.052,727.63709087,0.70816767
MM,4,90,0,1.052,946.34852608,-4.01112506
MM,4,90,0,1.052,1198.56615988,-2.58880093
MM,4,90,0,1.052,1489.42308164,2.70508091
MM,4,90,0,1.052,1824.83876082,-1.64685149
MM,4,90,0,1.052,2211.63951892,-3.27017943
MM,4,90,0,1.052,2657.69745762,-6.41496221
MM,4,90,0,1.052,3172.09067045,2.98449014
MM,4,90,0,1.052,3765.28799853,0.65114251
MM,4,90,0,1.052,4449.36209061,0.88415945
MM,4,90,0,1.052,5238.23510351,-5.21080049
MM,4,90,0,1.052,6147.96204348,3.38868351
